"","회사명","면접질문"
"902","앰코테크놀로지코리아(주)","품질엔지니어 지원을 하였기 때문에 , 품질관리 용어에 정의를 물어봄, 예를들면 FMEA, Control plan and etc"
"903","앰코테크놀로지코리아(주)","근무지에 대한 문제가 없는지에 물어봄."
"904","앰코테크놀로지코리아(주)","영어 자기소개"
"905","앰코테크놀로지코리아(주)","패키징에 대해서 아는점 설명"
"906","앰코테크놀로지코리아(주)","전공과 회사를 연결해서 설명"
"907","앰코테크놀로지코리아(주)","1분 자기소개"
"908","앰코테크놀로지코리아(주)","성격의 장단점"
"909","앰코테크놀로지코리아(주)","없음"
"910","앰코테크놀로지코리아(주)","우리회사에 대해 알고있는가?"
"911","앰코테크놀로지코리아(주)","자신의 강점과 약점"
"912","앰코테크놀로지코리아(주)","직무에 지원한 동기"
"913","앰코테크놀로지코리아(주)","1분 자기소개(한글 or 영어)"
"914","앰코테크놀로지코리아(주)","본인 출신 학교를 영어로 소개해보라"
"915","앰코테크놀로지코리아(주)","입사 후 자신의 목표와 포부를 말해보아라"
"916","(주)호반","자기소개"
"917","(주)호반","남들이 생각하는"
"918","(주)호반","서비스에서 중요하다고 생각하는 것"
"919","(주)호반","서비스란 무엇인가?"
"920","(주)호반","회사를 지원하게된 이유는?"
"921","(주)호반","본인의 장점은?"
"922","(주)호반","맨처음 자기소개 (과거 경력 위주로)"
"923","(주)호반","진상고객이 있을수도 있는데 잘 응대할수 있나?"
"924","(주)호반","회계지식은 어느정도 있나? 과거 회계업무 경력이 없는데 할수 있겠나?"
"925","(주)호반","경력이 없어 신입사원 월급으로 책정될듯한데 수용이 가능한가?"
"926","(주)호반","개인의 성격과 업무가 잘 맞을것이라 생각하나?"
"927","(주)호반","인내심이 있는 편인가?"
"928","(주)호반","맨 마지막으로 입사후 포부에 대해 간략히 말하라."
"929","(주)오뚜기","맛집 추천과 이유"
"930","(주)오뚜기","회사에서 무엇을 하고 싶은지? (직무관련)"
"931","(주)오뚜기","자소서 관련 질문"
"932","(주)풍산","1. 간단한 자기소개."
"933","(주)풍산","2. 이전직장 퇴사 사유"
"934","(주)풍산","3. 회사의 사업 아이템에 대해 알고 있는지"
"935","(주)풍산","4. C-REO(설계툴) 사용 경험이 있는지 그리고 얼마나 다룰지 아는지"
"936","(주)풍산","5. 직장과 자택의 거리가 얼마나 되는지. 출근 시 방법"
"937","(주)풍산","자기소개"
"938","(주)풍산","운전면허증 여부"
"939","(주)풍산","관련 업종 경험"
"940","(주)풍산","개인 소개"
"941","(주)풍산","개인 경력"
"942","(주)풍산","회사 선택한 이유"
"943","(주)SPC삼립","리더십이란 무엇인가?"
"944","(주)SPC삼립","칭찬받은것 중에 기억에 남는것"
"945","(주)SPC삼립","자기소개 1분"
"946","(주)SPC삼립","추위에 강한지"
"947","(주)SPC삼립","52시간 근무 찰저"
"948","(주)SPC삼립","관리 및 사회경력 을 안정해주어서"
"949","(주)SPC삼립","경력에 대한 질문"
"950","(주)SPC삼립","경력직이니 업무에 대한 이해도"
"951","(주)SPC삼립","회사를 택한 이유"
"952","(주)SPC삼립","이전에 어떤 일을 했는지?"
"953","(주)SPC삼립","경력단절된 사유는?"
"954","(주)SPC삼립","주야근무가 가능한지?"
"955","(주)대림","자신의 장단점?"
"956","(주)대림","자신은 어떤 사람인가?"
"957","(주)대림","자기소개"
"958","(주)대림","거주지가 어딘가요?"
"959","(주)대림","우리 회사는 어떤 일을 하는 회사인지 아시나요?"
"960","(주)대림","자신의 성격은?"
"961","(주)대림","경력 사항에 대한 질문"
"962","(주)대림","우리 회사의 강점은"
"963","(주)대림","회사를 선택한 이유"
"964","(주)대림","왜 현장직에 들어왔는가"
"965","(주)대림","화학약품을 많이써서 냄새나는데 괜찮은가"
"966","(주)대림","집이먼데 어떻게 다닐건가"
"967","에스엘(주)","이전 회사에서 어떤 분야의 일을 맡았고, 경력은 몇년 인정받고 싶으신가요?"
"968","에스엘(주)","회사의 비전과 가치가 무엇인가요?:"
"969","에스엘(주)","많은 회사 중 이 회사를 고른 이유가 무엇인가요?"
"970","에스엘(주)","회사의 장점3가지"
"971","에스엘(주)","지원동기"
"972","에스엘(주)","경쟁 회사"
"973","(주)부영","평판재하시험이 뭔가요?"
"974","(주)부영","측량의 종류를 말해보시오."
"975","(주)부영","회사에 지원하게 된 동기"
"976","넷마블(주)","이력서를 보고 경력사항에 대한 세세한 질문?"
"977","넷마블(주)","게임 좋아합니까?"
"978","넷마블(주)","회사를 선택한 이유?"
"979","씨제이프레시웨이(주)","자기소개"
"980","씨제이프레시웨이(주)","지원동기 및 직무관련질문 3~4가지"
"981","씨제이프레시웨이(주)","지원 분야, 마지막 하고싶은 말"
"982","씨제이프레시웨이(주)","주요 경력사항과 주요 업적"
"983","씨제이프레시웨이(주)","지원동기와 합격되어야 하는 이유"
"984","씨제이프레시웨이(주)","전 회사와 비교하여 어떨 것 같나?(기업문화나 복지 등)"
"985","씨제이프레시웨이(주)","계절 메뉴 작성하기"
"986","씨제이프레시웨이(주)","전 직장 퇴사 사유"
"987","씨제이프레시웨이(주)","지원 동기 및 포부"
"988","(주)부영주택","평판재하시험이 뭔가요?"
"989","(주)부영주택","측량의 종류를 말해보시오."
"990","(주)부영주택","회사에 지원하게 된 동기"
"991","(주)엔씨소프트","자기소개 위주의 질문을 다수"
"992","(주)엔씨소프트","최종적인 목표"
"993","(주)엔씨소프트","업무적인 스트레스 푸는 방법"
"994","(주)엔씨소프트","왜 이 회사를 선택했는지"
"995","(주)엔씨소프트","의견을 안받아들이는 사람에게 의견을 어떻게 전달할 것인가"
"996","(주)엔씨소프트","진행했던 일에 대한 소개"
"997","(주)엔씨소프트","발견했던 이슈 중 특이이슈"
"998","(주)엔씨소프트","1분 자기소개"
"999","(주)엔씨소프트","아떻게 스트레스를 푸는지"
"1000","(주)엔씨소프트","좋아하는 게임을 친구에게 소개한다면"
"1001","(주)엔씨소프트","최근에 화제가 되고 있는 게임 해보았는지"
"1002","(주)풀무원","자격증"
"1003","(주)풀무원","직무에 대한 이해도"
"1004","(주)풀무원","출퇴근"
"1005","(주)풀무원","회사 및 사업에 대한 전반적인 이해도"
"1006","(주)풀무원","사업에 대한 예상 수익 및 예상 업무 진행 예시"
"1007","(주)풀무원","경력에 대한 장단점"
"1008","(주)풀무원","당신의 특기는 무엇인가"
"1009","(주)풀무원","왜이회사를 지원했는지"
"1010","(주)풀무원","경력직임에도 왜 신입을 지원 했는가"
"1011","(주)풀무원","제일 잘 웃고 자신감이 넘쳐 보인다. 그만큼 이 회사에 오고 싶은 것 같은데 왜 여긴가? =지원동기)"
"1012","(주)풀무원","영양사가 되고싶은 이유"
"1013","(주)풀무원","가장 기억에 남는 교수"
"1014","태광실업(주)","(영어) 식스시그마를 설명하고 무슨프로젝트를 했나"
"1015","태광실업(주)","~~를~~로 속이고 팔아보아라"
"1016","태광실업(주)","엔지니어에게 가장 필요한 강점은?"
"1017","(주)현대홈쇼핑","강성고객일때 처리방법?"
"1018","(주)현대홈쇼핑","스트래스 해소법?"
"1019","(주)현대홈쇼핑","이전회사 퇴사사유?"
"1020","(주)아이티센","자기소개"
"1021","(주)아이티센","사회경험"
"1022","(주)아이티센","지원이유"
"1023","(주)현대백화점","경력사항에 대한 질문"
"1024","(주)현대백화점","일을 할 수 있는 기간"
"1025","(주)현대백화점","근태가 잘 이루어질 수 있는지"
"1026","(주)현대백화점","본인 장단점"
"1027","(주)현대백화점","(자격증많이보유함) 상중하 중에서 본인 실력은?"
"1028","(주)현대백화점","다른 회사에도 지원한거 아니냐"
"1029","(주)현대백화점","자기소개"
"1030","(주)현대백화점","전공 관련"
"1031","(주)현대백화점","저소서 관련"
"1032","(주)현대백화점","경력사항에 관련된 질문"
"1033","(주)현대백화점","성격의 장단점"
"1034","(주)현대백화점","집까지와의 거리"
"1035","(주)현대백화점","자기소개+지원동기"
"1036","(주)현대백화점","주업무가 무엇인지 알고 있는지 - 현대백화점 신용카드 관련 업무가 주를 이룸(발급, 결제, 문의 등)"
"1037","(주)현대백화점","여러 사람과 잘 지낸 경험 또는 사례+통근 거리+다른 지점도 일할 의지가 있는지"
"1038","(주)현대백화점","궁금한 점이나 질문"
"1039","(주)현대백화점","지원동기"
"1040","(주)현대백화점","취미"
"1041","(주)현대백화점","단점"
"1042","(주)현대백화점","이전 직장에서 맡은 업무"
"1043","(주)현대백화점","이전직장 직급, 연봉"
"1044","(주)현대백화점","외국어 실력"
"1045","(주)현대백화점","현대백화점 영업관리직무를 맡는다면 어떤 카테고리를 담당하고 싶나(영패션,남성,여성패션,식품등)"
"1046","(주)현대백화점","최근에 다녀온 맛집을 추천해달라"
"1047","(주)현대백화점","마지막으로 하고싶은 말?"
"1048","롯데칠성음료(주)","과거 경력이 롯데칠성음료에서 적용될 수 있는지?"
"1049","롯데칠성음료(주)","지원동기"
"1050","롯데칠성음료(주)","앞으로의 미래계획"
"1051","하이트진로(주)","자기소개"
"1052","하이트진로(주)","지원동기"
"1053","하이트진로(주)","입사 후 포부"
"1054","롯데렌탈(주)","우리화사에 대해 아는 것을 말해보라"
"1055","롯데렌탈(주)","자신의 능력을 객관적으로 평가한다면"
"1056","롯데렌탈(주)","자기 계발에 어느정도 투자하는가"
"1057","(주)서연","이 직무를 수행함에 있어 가장 중요하게 생각하는것?"
"1058","(주)서연","지방근무 가능한가요?"
"1059","(주)서연","서연이화를 선택한 이유?"
"1060","(주)오리온","본인의 성격이 내향적입니까, 외향적입니까?"
"1061","(주)오리온","친구가 많은 편입니까?"
"1062","(주)오리온","영업이란 무엇이라고 생각합니까?"
"1063","(주)오리온","지인들 중 기술영업에 종사하는 분이 있습니까?"
"1064","(주)오리온","취미나 여가 활동으로 무엇을 합니까?"
"1065","(주)오리온","비서란무엇인가"
"1066","(주)오리온","비서가 되기위해서 필요한 자질 세가지"
"1067","(주)오리온","불합리한 지시사항을 받는다면 어떻게할것인가"
"1068","(주)에스원","고등학생때부터 지금까지의 일생기"
"1069","(주)에스원","졸업한 학과랑 전혀 다른 분야를 지원한 이유는?"
"1070","(주)에스원","지원하는 직무에 대해 잘 알고 있는지?"
"1071","(주)에스원","경력과 인성 위주 질문"
"1072","(주)에스원","삼성 계열사로 안정성"
"1073","(주)에스원","삼성 계열사"
"1074","(주)에스원","집이 지방인데 수도권 근무 잘할수있겠냐?"
"1075","(주)에스원","용접관련 업무를 했다는데 용접의 장점과 단점을 말해보아라"
"1076","(주)에스원","전 회사 다닐때 힘들었던 경험"
"1077","(주)에스원","자기소개"
"1078","(주)에스원","무슨 일 하는지 알고 왔는가?"
"1079","(주)에스원","왜 에스원인가?"
"1080","(주)한진","지방근무 가능여부"
"1081","(주)한진","상사가 부당한 지시를 할시?"
"1082","(주)한진","희망하는 직무"
"1083","(주)한진","결산 Flow를 설명하세요."
"1084","(주)한진","한진에 대해 아는것이 있다면 말해주세요."
"1085","(주)한진","이직사유"
"1086","(주)한진","상사가 본인의 공로를 가로챌 경우 대응방법은?"
"1087","(주)한진","야근에 대한 본인의 의사는?"
"1088","(주)한진","본인의 업무 스타일은?"
"1089","(주)한진","아파트 시공경험에 대한 직접 설명"
"1090","(주)한진","회사생활의 포부"
"1091","(주)한진","현 주거지외 타지역의 근무가능 여부"
"1092","(주)한진","우리 회사에 왜 지원했습니까?"
"1093","(주)한진","자신의 단점이 뭐라고 생각하십니까?"
"1094","(주)한진","남성 비중이 커 다소 거친 분위기에 적응할 수 있겠습니까?"
"1095","계룡건설산업(주)","계룡건설이 하는 사업 알고있냐?"
"1096","계룡건설산업(주)","왜 계룡건설에 지원했는가?"
"1097","계룡건설산업(주)","장교로 군을 나왔는데 왜 그랬는가?"
"1098","계룡건설산업(주)","우리회사 말고 다른회사 지원했는가?"
"1099","계룡건설산업(주)","어디를 가겠냐하면 우리를 온다하겠지? 왜 그런가?"
"1100","계룡건설산업(주)","상사가 말도 안되는 부당한 지시를 내린다면?"
"1101","계룡건설산업(주)","개발직무는 현장으로도 많이 발령날 수 있다. 근무가 가능하겠는가? 그 이유는?"
"1102","계룡건설산업(주)","학교생활 외의 동아리나 대외활동 경험있나?"
"1103","계룡건설산업(주)","개발부서는 힘들고 야근이 많을 수 있다. 괜찮은가?"
"1104","계룡건설산업(주)","우리 회사는 이직율이 높다. 만약 다른회사에서 이직제의가 오면 어떻게 할 것인가? 이직시 가장 고려하는 사항은 무엇인가?"
"1105","금호타이어(주)","자기소개서에 대한 심층 질문"
"1106","금호타이어(주)","주량"
"1107","금호타이어(주)","직무관련 사회이슈"
"1108","금호타이어(주)","어떤 직무를 하고싶은지"
"1109","금호타이어(주)","다룰수 있는 프로그램이 뭐가 있는지"
"1110","금호타이어(주)","4차산업에서 제조업 관련해 어떤분야가 중요하다고 생각하는가"
"1111","롯데제과(주)","노력해서 무언가를 성취한 경험"
"1112","롯데제과(주)","회사내에서 불법적인 일을 목격했을때 대처"
"1113","롯데제과(주)","마지막으로 하고싶은 말"
"1114","(주)한샘","지원동기"
"1115","(주)한샘","매출목표"
"1116","(주)한샘","영업 경험"
"1117","(주)한샘","내가 무슨 일을 했는지"
"1118","(주)한샘","꿈이 무엇인지"
"1119","(주)한샘","내가 노력한 일은?"
"1120","(주)한샘","3년후, 5년후의 모습"
"1121","(주)한샘","본인의 강점"
"1122","(주)한샘","지원한 부서에대한 이해설명"
"1123","(주)한샘","리하우스 TR이 어떤 직무인지 아는가?"
"1124","(주)한샘","본인이 꼼꼼하고 세심하다고 생각하는가?"
"1125","(주)한샘","학교와 회사의 차이에 대해 설명해봐라"
"1126","(주)한샘","생산관리가 무엇이라고 생각하는가?"
"1127","(주)한샘","지원동기"
"1128","(주)한샘","이전에 다른 곳 면접본 적이 있는가?"
"1129","(주)한샘","운전 가능한가?"
"1130","(주)한샘","거리가 있는데 자취할 것인가?"
"1131","(주)한샘","사는 곳에 관련된 질문"
"1132","(주)한샘","자소서에 관한 질문"
"1133","(주)한샘","이전 경력에 관련된 질문"
"1134","(주)한샘","플래스샵을 방문 해보았는지?"
"1135","(주)한샘","우리 회사의 강점은?"
"1136","(주)한샘","기업을 보았을때 중요시하는 것은?"
"1137","(주)삼양사","이전 직장에서 영업을 어떤식으로 해왔으며 본인의 강점이 무엇인가"
"1138","(주)삼양사","전 직장의 퇴사사유 및 영업 관련 하던 업무"
"1139","(주)삼양사","경력사항에 대한 질문"
"1140","(주)삼양사","취미, 특기사항"
"1141","(주)삼양사","지원한 이유"
"1142","(주)삼양사","경력사항"
"1143","(주)삼양사","회사를 선택한 이유"
"1144","세아상역(주)","지원 동기 _ 한글로 답변 후 해당내용 영어로 답할것을 요구"
"1145","세아상역(주)","진행해본 아이템들"
"1146","세아상역(주)","앞으로의 비젼"
"1147","세아상역(주)","벤더에 대해 잘 알고있는지"
"1148","세아상역(주)","자기에 대한 어필"
"1149","세아상역(주)","그동안 해온것중 잘했다고 생각하는것"
"1150","이베스트투자증권(주)","개인정보 처리 방안"
"1151","이베스트투자증권(주)","증권업무에 대해서 얼마나 알고, 주식을 해보았는지"
"1152","이베스트투자증권(주)","현재 진행중인 전형이있는지 있다면 그곳과 비교하여 여기가 얼마나 매력이 있는지"
"1153","OCI(주)","실제 증류탑 단수를 결정하는 요인은 무엇인가?"
"1154","OCI(주)","근무지역 1지망을 군산으로 선택한 이유?"
"1155","OCI(주)","자신을 한 단어로 표현하면?"
"1156","장금상선(주)","자기소개를 해주세요?"
"1157","장금상선(주)","어떤사람이 되고 싶나요?"
"1158","장금상선(주)","질문이 두개 밖에 없었습니다."
"1159","장금상선(주)","장단점"
"1160","장금상선(주)","1분 자기소개"
"1161","장금상선(주)","자신의 꿈"
"1162","삼성웰스토리(주)","1차 2차 : 영양사로서 가장 중요한 자질"
"1163","삼성웰스토리(주)","2차 : 자신이 큰 손해를 보면서 양보를 한 경험"
"1164","삼성웰스토리(주)","2차 : 여사님들이 지원자를 무시한다면 어떻게 행동"
"1165","삼성웰스토리(주)","2차 : 영양사로서 중요한 자질 세가지를 다 지키기 힘들탠데 어떻게 지키겠습니까"
"1166","삼성웰스토리(주)","1차 : 갑자기 식재료 수급에 차질이 생긴다면"
"1167","삼성웰스토리(주)","경쟁사 대비 우리 회사의 강점은?"
"1168","삼성웰스토리(주)","본인의 특기는?"
"1169","삼성웰스토리(주)","차별을 당한 경험은?"
"1170","(주)서연이화","이 직무를 수행함에 있어 가장 중요하게 생각하는것?"
"1171","(주)서연이화","지방근무 가능한가요?"
"1172","(주)서연이화","서연이화를 선택한 이유?"
"1173","미래에셋생명보험(주)","직무설명"
"1174","미래에셋생명보험(주)","지원한 동기"
"1175","미래에셋생명보험(주)","추후의 면접이 가능한가"
"1176","(주)유라코퍼레이션","경력사항에 물어봤어요"
"1177","(주)유라코퍼레이션","무엇을 만드는 곳인지 아는지 물어보셨어요"
"1178","(주)유라코퍼레이션","근무하게 된다는 어떻게 일을 할것인지 물었습니다."
"1179","(주)유라코퍼레이션","사용한 Chip 사양이 어떻게 되는가?"
"1180","(주)유라코퍼레이션","만일 차종개발할 일정은 얼마 안되는데 개발해야할 차종이 많다면 어떻게 대응하겠는가?"
"1181","(주)유라코퍼레이션","이직하려는 이유는 무엇인가?"
"1182","(주)유라코퍼레이션","회사에서 주력으로 만드는 제품이 뭔지 아는가?"
"1183","(주)유라코퍼레이션","1분 자기소개"
"1184","(주)유라코퍼레이션","경력사항에 대한 세세한 질문"
"1185","(주)유라코퍼레이션","이직사유"
"1186","(주)유라코퍼레이션","지원사유"
"1187","(주)유라코퍼레이션","주재원 가능여부"
"1188","(주)유라코퍼레이션","원하는 부서"
"1189","(주)유라코퍼레이션","왜 이직을 생각하게 되었는가?"
"1190","(주)유라코퍼레이션","보이드관련 대응방법은?"
"1191","(주)유라코퍼레이션","미투운동이 화두인데 성희롱은 어디부터 라고생각하는가?"
"1192","(주)셀트리온","지원동기"
"1193","(주)셀트리온","회사에 대해 알고 있는점"
"1194","(주)셀트리온","직무 지원동기"
"1195","(주)셀트리온","경력사항은 주로 단기아르바이트를 하였습니다."
"1196","(주)셀트리온","편안한 분위기에서 일할 수 있는점이 좋습니다."
"1197","(주)셀트리온","사회경험을 쌓기 위해 지원하였습니다."
"1198","(주)셀트리온","본인이 연구했던 것을 어떻게 적용시킬 수 있는가?"
"1199","(주)셀트리온","최근 읽은 책에 대해 설명하시오."
"1200","(주)셀트리온","회사에 대해 알고있는 것을 이야기해보시오."
"1201","(주)셀트리온","셀트리온에 대해"
"1202","(주)셀트리온","자신의 장단점"
"1203","(주)셀트리온","자기에 대해 한마디로 표현함"
"1204","(주)셀트리온","가장 좋아했던 과목가 그 이유"
"1205","(주)셀트리온","만약 지원 부서가 아닌 타부서에 발령이 났다면 어떠할지"
"1206","(주)셀트리온","자소서에 적은 내용 그대로를 질문(전공)"
"1207","금호건설(주)","전 회사 퇴직 및 이직 이유"
"1208","금호건설(주)","이력서 및 자기소개서 사실 확인"
"1209","금호건설(주)","회사 근무 및 시스템 적용시 어려운 점 및 극복방법"
"1210","현대엘리베이터(주)","회사에 들어오고 싶은 이유 ?"
"1211","현대엘리베이터(주)","취미 특기 ?"
"1212","현대엘리베이터(주)","무슨회사인지 아는가 ?"
"1213","효성화학(주)","맡았던 업무에서 실질적인 성과를 낸 경험에 대해 말해보시요"
"1214","효성화학(주)","우리 회사에서 구체적으로 어떤 역할을 맡고 싶은지 말해보세요"
"1215","효성화학(주)","우리 회사에 지원하게 된 이유를 말해보세요"
"1216","현대일렉트릭앤에너지시스템(주)","실무) 1분 자기소개 & 자소서 내용 검증 질문"
"1217","현대일렉트릭앤에너지시스템(주)","실무) 본인의 전공의 이슈는?"
"1218","현대일렉트릭앤에너지시스템(주)","임원) 본인의 전공과 관련해서 하고 싶은 업무는?"
"1219","현대일렉트릭앤에너지시스템(주)","임원) 만약 다른 업무가 주어진다면?"
"1220","현대일렉트릭앤에너지시스템(주)","임원) 실패한 경험과 그에 대처한 자세"
"1221","현대일렉트릭앤에너지시스템(주)","임원) MZ세대의 정체성과 기성세대의 갈등 및 MZ세대가 고쳐야 할 점은?"
"1222","볼보그룹코리아(주)","회사에 들어오면서 무슨 생각이 들었는지?"
"1223","볼보그룹코리아(주)","요즘 세대는 워라밸을 중요시하는데, 직무에 있어서 어떻게 밸런스를 맞출 것인지"
"1224","볼보그룹코리아(주)","5년 후, 10년 후 미래의 모습?"
"1225","태광산업(주)","이직 이유"
"1226","태광산업(주)","기존업무"
"1227","태광산업(주)","현업과 적용 가믕성"
"1228","태광산업(주)","이 지원자들 중 어떤 사람을 뽑겠습니까?"
"1229","태광산업(주)","성공했던 경험"
"1230","태광산업(주)","엔지니어로서의 가장 중요한 덕목"
"1231","태광산업(주)","회사의 경쟁력 무엇인가요0"
"1232","태광산업(주)","경력사유"
"1233","태광산업(주)","이직이유"
"1234","태광산업(주)","회사에 대해 알고 있는 부분"
"1235","태광산업(주)","이직인 경우 왜 전 회사를 그만두게 되었나"
"1236","태광산업(주)","업무를 시작한다면 언제부터 출근 가능한가"
"1237","태광산업(주)","무엇을 하는 회사인지 알고 있느냐"
"1238","롯데푸드(주)","경력사항 직무경험"
"1239","롯데푸드(주)","자신의 장점"
"1240","롯데푸드(주)","회사에서 발휘할 수있는 부분"
"1241","롯데푸드(주)","창의적이었던 경험"
"1242","롯데푸드(주)","도전 경험"
"1243","롯데푸드(주)","지원동기"
"1244","(주)사조대림","기존에 다니던 곳의 퇴사를 결심하게 된 이유?"
"1245","(주)사조대림","사조대림이 당신을 왜 뽑아야 하는 이유?"
"1246","(주)사조대림","서울 근무가 가능하십니까?"
"1247","(주)사조대림","사조대림하면 떠오르는 이미지"
"1248","(주)사조대림","본인이 사조대림에 일조할 수 있는 특별 역량"
"1249","(주)사조대림","면접을 마치며 마지막으로 하고싶은 말"
"1250","(주)사조대림","1분 자기소개"
"1251","(주)사조대림","학창시절 본인이 제일 기억나는 순간"
"1252","(주)사조대림","자기소개(1차)"
"1253","(주)사조대림","전공이 다른데, 마케팅 직무를 선택한 이유는?(1차)"
"1254","(주)사조대림","가장 보람있는 경험은?(1차)"
"1255","(주)사조대림","꿈은?(1차)"
"1256","(주)사조대림","자기소개(2차)"
"1257","(주)사조대림","회사 제품 중 가장 인상 깊었던 것(2차)"
"1258","(주)사조대림","지원한 직무가 아닌 다른 직무로 뽑혀도 괜찮은지?(2차)"
"1259","(주)사조대림","1분자기소개"
"1260","(주)사조대림","성격 장점"
"1261","(주)사조대림","회사선택기준"
"1262","(주)사조대림","경력의 경우, 이직 사유, 신입의 경우 입사 지원 동기"
"1263","(주)사조대림","왜 관련 학과를 선택했는가?"
"1264","(주)사조대림","졸업 여부"
"1265","(주)사조대림","자기소개"
"1266","(주)사조대림","업무에 대해 아는점"
"1267","(주)사조대림","마지막 할말"
"1268","(주)사조대림","주량은?"
"1269","(주)사조대림","가족구성원은?"
"1270","(주)사조대림","경력인정이 안될 경우 입사가능한지?"
"1271","(주)에스앤아이코퍼레이션","지원동기"
"1272","(주)에스앤아이코퍼레이션","회사를 알게된 계기"
"1273","(주)에스앤아이코퍼레이션","직무 선택한 이유"
"1274","(주)에스앤아이코퍼레이션","전공관련 사회적 이슈"
"1275","(주)에스앤아이코퍼레이션","경력사항"
"1276","(주)에스앤아이코퍼레이션","기업이라면 면접자를 채용할 것인가"
"1277","(주)에스앤아이코퍼레이션","1,2지망이 다른데 그래도 상관없는지"
"1278","(주)에스앤아이코퍼레이션","자신의 강점을 살렸던 경험"
"1279","(주)에스앤아이코퍼레이션","실패했던 경험이 있는지"
"1280","(주)에스앤아이코퍼레이션","자신이 지원하게된 부서에 대해 아는 것"
"1281","(주)에스앤아이코퍼레이션","전공과 다를시 왜 이쪽으로 오게 되엇는지"
"1282","한세실업(주)","간단한 자기소개 (경력 위주)"
"1283","한세실업(주)","Portfolio presentation in English"
"1284","한세실업(주)","전 직장 퇴사 사유"
"1285","(주)한진중공업","아파트 시공경험에 대한 직접 설명"
"1286","(주)한진중공업","회사생활의 포부"
"1287","(주)한진중공업","현 주거지외 타지역의 근무가능 여부"
"1288","(주)한진중공업","우리 회사에 왜 지원했습니까?"
"1289","(주)한진중공업","자신의 단점이 뭐라고 생각하십니까?"
"1290","(주)한진중공업","남성 비중이 커 다소 거친 분위기에 적응할 수 있겠습니까?"
"1291","(주)크래프톤","개임을 좋아하는지?"
"1292","(주)크래프톤","왜 이직하려고 하는지"
"1293","(주)크래프톤","본인의 커리어 골은?"
"1294","중흥토건(주)","개인별 자기소개"
"1295","중흥토건(주)","회사를 알게된 경로"
"1296","중흥토건(주)","개인 경력사항 간단히 설명"
"1297","중흥토건(주)","현장업무 특성상 격외지 근무를 할수 밖에 없는데 가능여부"
"1298","우리조명(주)","경력관련질문(많음)"
"1299","우리조명(주)","우리회사에대해 알고있었는지"
"1300","우리조명(주)","최근 연구동향 (아는대로 설명)"
"1301","우리조명(주)","할줄아는실험 설명"
"1302","우리조명(주)","졸업논문설명"
"1303","우리조명(주)","거리문제 출근"
"1304","우리조명(주)","결혼, 출산"
"1305","(주)셀트리온헬스케어","지원동기"
"1306","(주)셀트리온헬스케어","회사에 대해 알고 있는점"
"1307","(주)셀트리온헬스케어","직무 지원동기"
"1308","(주)아워홈","아워홈에 지원한 동기는?"
"1309","(주)아워홈","쌀의 도정 수율에 대해서 영어로 설명하시오"
"1310","(주)아워홈","지방으로 파견을 나가게 되면 어떻게 업무를 할 것인가"
"1311","(주)아워홈","동아리활동"
"1312","(주)아워홈","취미"
"1313","(주)아워홈","지원동기"
"1314","(주)아워홈","감가상각에 관해 설명하라"
"1315","(주)아워홈","원가회계의3요소란?"
"1316","(주)아워홈","야근을 할 수 있는가?"
"1317","(주)아워홈","학점이 낮은 이유는 무엇인가"
"1318","(주)아워홈","입사 포부를 말하라"
"1319","(주)아워홈","급한 성격인가?"
"1320","(주)아워홈","1분자기소개 및 퇴사 이유?"
"1321","(주)아워홈","김치에 대해서 제일 중요한것이 무엇인가"
"1322","(주)아워홈","아워홈 김치에 대해서 아는대로 말해보시오"
"1323","(주)아워홈","생산관리에서 중요한것은?"
"1324","(주)아워홈","생산관리 주업무에 대해서 말해보시오"
"1325","(주)아워홈","어려웠던 경험이 무엇이고 어떻게 극복했는지?"
"1326","우리바이오(주)","이력서 자소서 기재사항에 대한 질문"
"1327","우리바이오(주)","현재 충원하고픈 직무가 있는데 이 직무에 대한 경험 있는지"
"1328","우리바이오(주)","지원사유와 전,현직장 퇴사사유"
"1329","우리바이오(주)","기존에 해왔던 업무지식"
"1330","우리바이오(주)","회사를 선택한이유"
"1331","우리바이오(주)","주말근무의 가능여부"
"1332","(주)LF","왜 퇴사했는가"
"1333","(주)LF","우리 제품의 디자인은 어떠한가"
"1334","(주)LF","3D로 제품을 만들어 보라고 한다면 할 수 있는가"
"1335","대한전선(주)","회사를 위해 할수있는일"
"1336","대한전선(주)","이직사유"
"1337","대한전선(주)","회사에 대해 아는것을 말해보시오"
"1338","(주)포스코케미칼","자기소개서는 형식적인거고, 본인이 포스코케미칼에 들어오기위해 노력한 것은 어떠한 것이 있습니까?"
"1339","(주)포스코케미칼","봉사활동 실적(260시간)이 많은데 봉사를 하게된 결정적 계기는?"
"1340","(주)포스코케미칼","연고지가 없는 지역에서의 직장생활 어떻게 생각하시나요?"
"1341","(주)포스코케미칼","마지막으로 하고싶은 말이 있나요?"
"1342","(주)한라","한라 채용공고는 어디서 알았나요?"
"1343","(주)한라","희망직급이 무언가요?"
"1344","(주)한라","현장 근무 가능하죠?"
"1345","(주)에스에프에이","돈을 벌어본 경험이 있나?"
"1346","(주)에스에프에이","해외연수 해봤나?"
"1347","(주)에스에프에이","본인과에 대하여 어떻게 생각하나?"
"1348","(주)에스에프에이","품질관리 직무에 지원한 이유가 무엇인가?"
